BAD,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
0,40900,149281,202877,HomeImp,ProfExe,4,0,0,156.783069,0,30,34.41651981
0,40900,64674,111877,DebtCon,Mgr,15,0,0,201.7363729,0,21,40.45600987
0,41400,362578,471827,HomeImp,ProfExe,1,0,0,292.135985,4,15,40.77205849
0,41600,365528,469694,HomeImp,ProfExe,3,0,0,304.9828841,3,15,43.36362433
1,42000,9999,50681,HomeImp,ProfExe,3,0,0,326.0679857,5,15,12.38674131
0,42000,21314,68047,DebtCon,Other,21,0,0,209.8976942,1,30,39.94638535
0,42200,21393,68111,DebtCon,Other,19,0,0,208.5229244,0,30,39.75171656
0,42200,21427,61457,DebtCon,Other,19,0,0,183.4818117,1,30,39.86473881
1,42400,220757,297444,DebtCon,ProfExe,30,0,0,237.5898022,1,25,44.47109904
0,42600,22446,66485,DebtCon,Other,17,0,0,204.2036332,0,30,41.15627594
0,43000,18388,64896,DebtCon,Other,20,0,0,207.0664633,0,31,40.77787713
0,43200,120310,178938,DebtCon,Self,10,0,0,196.2815792,0,5,40.16548813
0,43200,15635,60925,DebtCon,Other,19,0,0,212.1152801,0,30,40.46067582
0,43300,18824,63487,DebtCon,Other,22,0,0,212.2548894,0,30,41.24673596
0,43900,120527,174003,DebtCon,Self,13,0,0,167.2083664,0,4,39.28934898
1,44000,55604,101916,DebtCon,Other,3,0,1,194.2349529,2,37,43.33855659
0,45200,89427,157731,DebtCon,Other,17,0,0,209.7670286,8,18,39.16706289
0,45700,118247,174711,DebtCon,Self,11,0,0,170.6522245,0,5,37.73075139
0,46900,91672,158953,DebtCon,Other,16,0,0,221.1323632,8,19,38.10922752
0,47000,42437,109553,HomeImp,Self,10,0,0,206.7140756,2,35,40.14252106
0,47600,39364,108232,HomeImp,Self,9,0,0,199.3332859,2,35,40.18942197
0,47700,93909,154158,DebtCon,Other,14,0,0,227.2282602,8,19,41.33812472
0,48200,93127,159179,DebtCon,Other,16,0,0,216.0086204,8,19,38.12822804
0,48800,47476,105332,HomeImp,Self,9,0,0,194.1389185,3,36,40.65343467
0,49800,44462,102203,HomeImp,Self,8,0,0,207.5640502,3,37,40.30286769
0,49900,45455,102971,HomeImp,Self,9,0,0,197.9633093,2,36,42.06427923
1,50200,197770,271676,DebtCon,Mgr,16,0,0,146.8625413,1,20,42.9265802
0,50200,46670,102264,HomeImp,Self,9,0,0,211.2358604,3,35,38.68051971
0,50400,43635,104114,HomeImp,Self,10,0,0,224.4829394,3,35,40.8514441
0,50400,53024,65024,DebtCon,Office,12,0,0,103.1857617,1,25,40.86786973
0,50800,48667,63130,DebtCon,Office,12,0,1,97.97218322,1,26,40.02592041
0,50800,44992,108486,HomeImp,Self,6,0,0,204.9624883,2,36,40.771305
0,51100,178810,252724,DebtCon,ProfExe,6,0,0,252.9850717,2,32,39.35189319
0,51600,31536,81233,HomeImp,Other,2,1,0,267.1343742,6,13,40.15503117
0,51800,174945,251643,DebtCon,ProfExe,5,0,0,257.8079289,1,33,40.17406476
0,52000,31305,83147,HomeImp,Other,3,1,0,268.3858077,7,14,42.40293347
0,52800,53532,68305,DebtCon,Office,11,0,0,91.13322531,1,25,40.66968682
0,52900,48825,59418,DebtCon,Office,13,0,0,102.338683,1,25,38.75199499
1,53400,228236,305514,HomeImp,Self,6,0,0,11.14806851,0,2,34.55841672
0,53500,179116,257688,DebtCon,ProfExe,5,0,0,232.5959521,1,33,39.78989915
0,53700,49669,63995,DebtCon,Office,12,0,1,92.96631275,2,26,40.10162342
0,53700,25813,78955,HomeImp,Other,3,2,0,243.5148555,7,14,42.99845603
0,58000,39436,75446,DebtCon,Other,2,0,0,102.2093582,0,20,30.16455356
0,58100,42615,70584,DebtCon,Other,4,0,0,102.2991169,0,20,28.52576894
0,59500,47485,69981,DebtCon,Other,4,0,0,100.1393112,0,20,29.47367331
0,59700,39253,69299,DebtCon,Other,2,0,0,110.876229,0,21,29.31950054
0,60000,38944,69961,DebtCon,Other,2,0,0,96.69392888,0,20,28.38550102
0,60500,40669,70207,DebtCon,Other,3,0,0,96.26606796,0,21,29.36696636
0,62900,119903,201928,DebtCon,ProfExe,9,0,0,297.3074808,1,25,37.63650245
0,64200,64888,145725,HomeImp,Office,10,0,1,136.9478112,0,11,40.5318231
0,65200,71151,143960,HomeImp,Office,10,0,0,128.7805143,0,12,43.19116341
0,65200,63338,148871,HomeImp,Office,11,0,0,124.2430768,0,12,41.44401078
0,65800,71611,146689,HomeImp,Office,8,0,1,132.8466231,0,11,41.7807059
0,65800,70095,142922,HomeImp,Office,10,0,0,113.0698235,0,12,39.91878984
0,66500,64423,143341,HomeImp,Office,9,0,0,113.9844467,0,11,39.82143976
0,67400,66095,147203,HomeImp,Office,10,0,0,118.7647612,0,11,42.04567201
0,69000,197587,295551,DebtCon,Self,10,0,0,211.7763912,3,24,30.35685652
0,69600,198702,293252,DebtCon,Self,10,0,0,208.2990068,2,24,27.76164414
0,70300,197761,294169,DebtCon,Self,9,0,0,212.2397249,2,24,28.90707333
0,70500,196690,288512,DebtCon,Self,9,0,0,227.0271357,2,24,29.58230092
1,77400,87651,224630,HomeImp,Self,9,0,2,73.46963001,3,13,40.92979326
0,87000,48980,89764,DebtCon,Other,14,0,0,209.0431166,0,16,36.08803707
0,88500,50240,94687,DebtCon,Other,16,0,0,214.4262056,0,16,34.75115835
0,88800,53307,94058,DebtCon,Other,16,0,0,218.3049777,0,15,34.24246473
0,89000,54576,92937,DebtCon,Other,16,0,0,208.6920698,0,15,35.85997068
0,89200,54045,92924,DebtCon,Other,15,0,0,212.2796967,0,15,35.55659049
